12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,91,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,91,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,2,0,12,0,0,0,0,2,5,0,0
12,0,0,0,0,2,5,0,0,0,0,12,1,0,0,0,2,5,0,0
12,1,0,0,0,2,5,0,0,91,0,12,1,0,0,0,2,5,0,0
12,1,0,0,0,2,5,0,0,0,0,12,1,0,0,0,2,5,0,0
12,1,0,0,0,2,5,0,0,0,0,12,1,0,0,0,2,5,0,0
12,1,0,0,0,2,5,0,0,2,0,12,1,0,0,0,2,5,0,0
12,1,0,0,0,2,5,0,0,0,0,12,1,0,0,0,2,5,0,0
12,1,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,2,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,91,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,2,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,2,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,2,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,2,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
12,2,0,0,0,2,5,0,0,0,0,12,2,0,0,0,2,5,0,0
